﻿ Consumption
 Time, Wh 
  19/10/2025 23:00 , 33.69 
  19/10/2025 23:01 , 33.69 
  19/10/2025 23:02 , 32.88 
  19/10/2025 23:03 , 31.37 
  19/10/2025 23:04 , 30.47 
  19/10/2025 23:05 , 30.56 
  19/10/2025 23:06 , 30.3 
  19/10/2025 23:07 , 29.07 
  19/10/2025 23:08 , 27.64 
  19/10/2025 23:09 , 27.46 
  19/10/2025 23:10 , 26.97 
  19/10/2025 23:11 , 26.25 
  19/10/2025 23:12 , 26.2 
  19/10/2025 23:13 , 24.84 
  19/10/2025 23:14 , 24.08 
  19/10/2025 23:15 , 24.1 
  19/10/2025 23:16 , 24.26 
  19/10/2025 23:17 , 22.84 
  19/10/2025 23:18 , 22.66 
  19/10/2025 23:19 , 22.63 
  19/10/2025 23:20 , 21.34 
  19/10/2025 23:21 , 20.47 
  19/10/2025 23:22 , 20.91 
  19/10/2025 23:23 , 20.53 
  19/10/2025 23:24 , 20.2 
  19/10/2025 23:25 , 20.18 
  19/10/2025 23:26 , 19.01 
  19/10/2025 23:27 , 18.45 
  19/10/2025 23:28 , 18.16 
  19/10/2025 23:29 , 0.04 
  19/10/2025 23:30 , 0.04 
  19/10/2025 23:31 , 0.04 
  19/10/2025 23:32 , 0.04 
  19/10/2025 23:33 , 0.04 
  19/10/2025 23:34 , 0.04 
  19/10/2025 23:35 , 0.04 
  19/10/2025 23:36 , 0.04 
  19/10/2025 23:37 , 0.04 
  19/10/2025 23:38 , 0.04 
  19/10/2025 23:39 , 0.04 
  19/10/2025 23:40 , 0.04 
  19/10/2025 23:41 , 0.04 
  19/10/2025 23:42 , 0.04 
  19/10/2025 23:43 , 0.04 
  19/10/2025 23:44 , 0.04 
  19/10/2025 23:45 , 0.04 
  19/10/2025 23:46 , 0.04 
  19/10/2025 23:47 , 0.04 
  19/10/2025 23:48 , 0.04 
  19/10/2025 23:49 , 0.04 
  19/10/2025 23:50 , 0.04 
  19/10/2025 23:51 , 0.04 
  19/10/2025 23:52 , 0.04 
  19/10/2025 23:53 , 0.04 
  19/10/2025 23:54 , 0.04 
  19/10/2025 23:55 , 0.03 
  19/10/2025 23:56 , 0.03 
  19/10/2025 23:57 , 0.04 
  19/10/2025 23:58 , 0.04 
  19/10/2025 23:59 , 0.04 
 
 Total returned
 Time, Wh 
  19/10/2025 23:00 , 0 
  19/10/2025 23:01 , 0 
  19/10/2025 23:02 , 0 
  19/10/2025 23:03 , 0 
  19/10/2025 23:04 , 0 
  19/10/2025 23:05 , 0 
  19/10/2025 23:06 , 0 
  19/10/2025 23:07 , 0 
  19/10/2025 23:08 , 0 
  19/10/2025 23:09 , 0 
  19/10/2025 23:10 , 0 
  19/10/2025 23:11 , 0 
  19/10/2025 23:12 , 0 
  19/10/2025 23:13 , 0 
  19/10/2025 23:14 , 0 
  19/10/2025 23:15 , 0 
  19/10/2025 23:16 , 0 
  19/10/2025 23:17 , 0 
  19/10/2025 23:18 , 0 
  19/10/2025 23:19 , 0 
  19/10/2025 23:20 , 0 
  19/10/2025 23:21 , 0 
  19/10/2025 23:22 , 0 
  19/10/2025 23:23 , 0 
  19/10/2025 23:24 , 0 
  19/10/2025 23:25 , 0 
  19/10/2025 23:26 , 0 
  19/10/2025 23:27 , 0 
  19/10/2025 23:28 , 0 
  19/10/2025 23:29 , 0 
  19/10/2025 23:30 , 0 
  19/10/2025 23:31 , 0 
  19/10/2025 23:32 , 0 
  19/10/2025 23:33 , 0 
  19/10/2025 23:34 , 0 
  19/10/2025 23:35 , 0 
  19/10/2025 23:36 , 0 
  19/10/2025 23:37 , 0 
  19/10/2025 23:38 , 0 
  19/10/2025 23:39 , 0 
  19/10/2025 23:40 , 0 
  19/10/2025 23:41 , 0 
  19/10/2025 23:42 , 0 
  19/10/2025 23:43 , 0 
  19/10/2025 23:44 , 0 
  19/10/2025 23:45 , 0 
  19/10/2025 23:46 , 0 
  19/10/2025 23:47 , 0 
  19/10/2025 23:48 , 0 
  19/10/2025 23:49 , 0 
  19/10/2025 23:50 , 0 
  19/10/2025 23:51 , 0 
  19/10/2025 23:52 , 0 
  19/10/2025 23:53 , 0 
  19/10/2025 23:54 , 0 
  19/10/2025 23:55 , 0 
  19/10/2025 23:56 , 0 
  19/10/2025 23:57 , 0 
  19/10/2025 23:58 , 0 
  19/10/2025 23:59 , 0 
 
